Class;Cause;Source;Target;Total;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;Instability
JTextFieldWithUnfocusedText;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;3;5;3;3;5;5;5;5;1
KeyBinder;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;3;2;5;3;3;4;5;5;5;3
KeyBinding;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;3;3;3;1;5;5;1
KeyBindingPreferences;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;3;5;3;3;2;1;5;5;1
KeyBindingRepository;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;4;5;2;2;2;1;5;5;2
KeyBindingsDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;4;4;5;5;5;5;5;5;5;5
KeyBindingsListener;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;3;5;4;4;4;4;5;5;3
KeyBindingTable;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;2
KeyBindingTableModel;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;4;3;5;2;2;2;1;5;5;3
KeyCollisionException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;1
LabelPatternPanel;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;4;4;5;2;2;2;1;5;5;5
LabelPatternPrefTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;5;5;5;2;2;2;1;5;5;5
Languages;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;4;4;4;5;5;5;1
LastPage;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;2
Layout;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;4;3;4;5;4;4;4;3;5;5;2
LayoutFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;5;5;5;1
LayoutHelper;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;3;5;5;5;5;5;4;5;5;2
Linux;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;5;4;5;2;2;2;1;5;5;4
ListAutoCompleteRenderer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;3;5;2;2;2;1;5;5;3
ListSynchronizer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;1;5;5;4
LocalizationKey;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;2;5;5;1
LocalizationKeyParams;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;2;5;5;2
LowerCaseFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;2
MacAdapter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;3;3;5;1;1;1;1;5;5;3
MainTableColumn;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;4;5;4;4;3;2;5;5;3
MainTableDataModel;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;5;4;5;5;2;2;2;1;5;5;3
MainTableFormat;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;4;4;4;5;3;3;3;2;5;5;4
MainTableHeaderRenderer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;3;5;2;2;2;2;5;5;1
MainTableNameFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;3;2;5;4;4;4;5;5;5;3
MainTableSelectionListener;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
ManageJournalsAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;4
ManageJournalsPanel;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;5;5;5;5;4;3;3;1;5;5;5
ManageKeywordsAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;4;4;4;1;5;5;5
MarkEntriesAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;4;3;3;1;5;5;4
MassSetFieldAction;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;4;5;5;5;4;4;4;2;5;5;5
MatcherSet;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;2;5;4;4;4;5;5;5;1
MatcherSets;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;2;2;2;3;5;5;3
MatchesHighlighter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;3;3;5;4;4;4;5;5;5;1
MedlineHandler;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;3
MedlineImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;4;3;5;4;4;4;4;5;5;3
MergeDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;4;5;3;3;5;5;5;5;4
MergeEntries;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;5;4
MergeEntriesDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;3;3;5;5;5;5;5
MergeEntryDOIDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;5;4;4;5;4;4;5;5;5;5;5
MessageHandler;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;5;5;5;1
MimeTypeDetector;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;3;2;5;3;3;4;5;5;5;1
MinifyNameListFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;3;4;5;5;2
MODSDatabase;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;3;5;2;2;2;1;5;5;4
MODSEntry;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;4;5;5;5;5;5;5;4;5;5;5
ModsExportFormat;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;2;2;5;4;4;4;4;5;5;5
MonitoredURLDownload;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;3;3;4;5;5;5;2
MonthUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;3;4;5;3;3;4;3;5;5;1
MoveFileAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;4;5;5;5;5;5;5;4;5;5;5
MoveFilesCleanup;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;5;4;5;4;4;4;5;5;5;4
MoveGroupChange;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;2;5;2;2;2;2;5;5;2
MSBibConverter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;4;4;5;5;5;5;4;5;5;5
MSBibDatabase;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;4;5;4;4;3;2;5;5;3
MSBibEntry;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;3
MSBibEntryType;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;5;5;4;5;5;5;1
MSBibExportFormat;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;2;2;5;4;4;4;4;5;5;4
MsBibImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;3;2;5;4;3;3;3;5;5;3
MSBibMapping;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;4;3;5;5;5;4;4;5;5;4
MySQL;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;4;3;5;5;5;5;4;5;5;5
NameFieldAutoCompleter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;5;3;4;5;2;2;2;1;5;5;4
NameFormatterTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;4;4;5;5;4;4;4;3;5;5;5
NetworkTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;4;4;4;5;4;4;3;2;5;5;4
NewDatabaseAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;5
NewEntryAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;2;2;2;1;5;5;5
NewSubDatabaseAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;5
NewVersionDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;3;5;3;3;5;5;5;5;4
NoDocumentException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
NormalizeNamesFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;2;5;5;2
NoSpaceBetweenAbbreviations;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
NotFoundFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;4
NotMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;3
Number;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;4
OAI2Handler;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;4;4;4;5;4;4;4;4;5;5;2
OOBibBase;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
OOCalcDatabase;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;5;4;5;5;5;4;3;5;5;5
OOUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;4
OpenBrowserAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;3
OpenDocumentRepresentation;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;5;4;5;5;5;4;3;5;5;5
OpenDocumentSpreadsheetCreator;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;4;4;4;5;5;4;4;3;5;5;5
OpenFileFilter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;3;5;2;2;2;1;5;5;1
OpenOfficeDocumentCreator;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;4;4;4;5;4;3;4;3;5;5;4
OpenOfficeFileSearch;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;4;4;4;5;4;4;3;3;5;5;1
OpenOfficePanel;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
Ordinal;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;3;4;5;5;2
OrdinalsToSuperscriptFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;3;3;3;4;5;5;2
OrMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;1;5;2;2;2;3;5;5;3
OSX;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;4;3;5;3;3;3;3;5;5;4
OSXCompatibleToolbar;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;2;5;3;3;3;3;5;5;1
OutputPrinter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
OverlayPanel;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;2;5;2;2;2;2;5;5;1
OvidImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3
PageNumbers;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;2;2;2;1;5;5;1
ParamLayoutFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;3;3;3;5;5;5;1
ParsedFileField;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;1;5;5;1
ParserResult;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;4;5;3;3;2;1;5;5;1
ParserResultWarningDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;4;5;3;2;5;3;3;4;4;5;5;3
PasteAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;3
PdfContentImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4
PdfXmpImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;4;3;3;2;5;5;3
PersonName;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;4;5;3;3;3;1;5;5;2
PositionWindow;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;5;4;5;2;2;2;1;5;5;2
PostgreSQL;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;5;5;5;4;5;5;5
PreambleEditor;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;5;5;4;4;5;5;5;5;5
PreferencesDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;4;4;5;5;5;5;5;5;5;5
PreferencesMigrations;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;5;3;5;3;3;4;3;5;5;4
PrefsTab;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
PreventDraggingJTableHeader;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;3;5;2;2;2;1;5;5;4
PreviewPanelTransferHandler;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;1;5;5;4
PreviewPrefsTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;5;4;5;4;4;4;2;5;5;5
Protocol;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;3;3;5;4;4;4;4;5;5;1
ProxyAuthenticator;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;3;2;5;2;2;2;2;5;5;1
ProxyRegisterer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;3;3;4;5;5;5;2
PurifyFunction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;3;5;5;5;4
PushToApplication;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;2
PushToApplicationAction;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;3;5;2;2;2;1;5;5;5
PushToApplicationButton;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;5;5;5;4;4;3;1;5;5;4
PushToApplications;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;3;3;4;5;5;5;4
PushToEmacs;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;4;5;4;5;5;5;5;4;5;5;5
PushToLatexEditor;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;2;5;5;4
PushToLyx;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;4;3;5;3;3;3;2;5;5;5
PushToTexmaker;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;2;5;5;4
PushToTeXstudio;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;2;5;5;4
PushToVim;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;3;5;4;4;5;4;5;5;5
PushToWinEdt;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;2;5;5;4
QuotedStringTokenizer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;2;2;2;1;5;5;1
RankingFieldComparator;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;2;2;2;2;5;5;4
RegexBasedSearchRule;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;3;5;4;4;3;4;5;5;3
RegExpFileSearch;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;3
RelativePathsCleanup;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;3;5;3;3;3;4;5;5;5
RemoteListenerClient;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;2;2;5;4;4;4;5;5;5;3
RemoteListenerServer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;4;4;4;4;5;5;4
RemoteListenerServerThread;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;4
RemoteUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;3;3;4;5;5;5;1
RemoveBracesFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;3;3;5;2;2;2;1;5;5;2
RemoveBrackets;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;1;5;2;2;2;3;5;5;1
RemoveBracketsAddComma;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;2
RemoveFromGroupAction;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;3;3;5;2;2;2;1;5;5;4
RemoveTilde;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;1;5;3;3;3;4;5;5;2
RemoveWhitespace;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;2
RenamePdfCleanup;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;4;5;5;5;4;4;4;4;5;5;4
RepecNepImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;5;3
Replace;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;2;5;4;4;2;2;5;5;2
ReplaceStringDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;4;5;4;4;5;3;3;5;5;5;5;5
ResolveDuplicateLabelDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;4;5;2;2;2;1;5;5;5
RightClickMenu;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;5;4;5;5;5;5;5;4;5;5;5
RisMonth;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;2;2;5;2;2;2;3;5;5;3
RtfCharMap;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;3;3;3;1;5;5;1
RtfSelection;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;2;2;2;1;5;5;1
SaveAllAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;2;1;5;5;5
SaveDatabaseAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;5;5;5;5;5;5;5;3;5;5;5
SaveException;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;3;5;4;4;4;4;5;5;1
SaveOrderConfigDisplay;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;5;4;5;3;3;3;2;5;5;4
ScienceDirect;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;4;4;5;4;4;3;3;5;5;3
SearchBar;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;5;5;5;2;2;2;1;5;5;4
SearchDescriber;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;5;5;5;1
SearchDescribers;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;3;2;5;3;3;4;5;5;5;5
SearchFixDuplicateLabels;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;4;5;4;4;3;3;5;5;5
SearchForUpdateAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;4
SearchMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
SearchMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
SearchMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
SearchMatcher;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
SearchMode;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;2;5;5;2
SearchQuery;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;3;5;2;2;2;1;5;5;3
SearchQueryHighlightListener;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
SearchQueryHighlightObservable;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;3;5;2;2;2;1;5;5;2
SearchResultsDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;5;5;5;2;5;5;5
SearchRule;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
SearchRules;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;1;5;3;3;4;5;5;5;4
SearchWorker;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;5;4;5;2;2;2;1;5;5;5
SendAsEMailAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;4;5;4;5;4;4;4;3;5;5;5
SentenceAnalyzer;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;3;5;4;4;4;5;5;5;1
SentenceCaseFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;3
SidePane;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;4;4;3;2;5;5;2
SidePaneComponent;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;3;5;2;2;2;1;5;5;2
SidePaneManager;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;5;5;5;2;2;2;1;5;5;2
SilverPlatterImporter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3
SimpleUrlDragDrop;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;3;5;3;3;3;3;5;5;4
SortTabsAction;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;3;5;2;2;2;2;5;5;4
SpecialFieldAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;4;4;5;4;3;3;2;5;5;4
SpecialFieldDatabaseChangeListener;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;3;3;3;3;5;5;4
SpecialFieldDropDown;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;2;4;5;3;3;4;3;5;5;4
SpecialFieldMenuAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;3;5;5;4
SpecialFieldUpdateListener;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;3;5;3;3;3;2;5;5;4
SpecialMainTableColumns;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;5;4;5;4;4;5;4;5;5;5
SpringerLink;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;2;2;2;1;5;5;3
SQLUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;4;5;3;3;3;1;5;5;2
StreamEavesdropper;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;4;4;4;5;5;5;2
StringDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;5;5;5;5;5;4;5;5;5
StringInt;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;3;3;3;5;5;5;1
StringLengthComparator;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;3;5;5;1
StyleSelectDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;5;5;5;5;4;4;5;4;5;5;5
SynchronizeFileField;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
TableColumnsTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5
TablePrefsTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;4;4;5;4;4;3;1;5;5;4
TagToMarkedTextStore;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;3;5;2;2;2;1;5;5;1
TeeStream;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;3;3;3;4;5;5;1
TextArea;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;2;3;5;3;3;3;2;5;5;4
TextField;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;4;4;5;4;4;5;5;5;5;4
TextInputDialog;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5
TextPrefixFunction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;3;4;5;5;4
Title;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;2;5;2;2;2;2;5;5;2
TitleCaseFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;2;2;2;2;5;5;3
TitleParser;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;4;5;3;3;5;3;3;3;3;5;5;3
ToLowerCase;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;2;1;5;2;2;2;3;5;5;2
ToUpperCase;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;2;1;5;2;2;2;3;5;5;2
TransferableBibtexEntry;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;4;2;2;5;3;3;3;3;5;5;3
TransferableEntrySelection;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;3;3;3;2;5;5;2
TransferableFileLinkSelection;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;4;4;3;4;5;5;5
UnabbreviateAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;4;4;3;3;5;3;3;3;4;5;5;5
UndefinedBibtexEntry;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;2;2;2;3;5;5;4
UndefinedCharacterFormatException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;1
UndefinedParagraphFormatException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;3;5;5;1
UndoableAbbreviator;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;2;2;2;1;5;5;4
